Language,Wiki,Total_Pages,Articles,Non_Articles,Edits,Admins,Users,Active_Users,Depth,Depth_simple,Depth+,Depth+_simple
English,en,58124824.0,6496828.0,51627996,1082352431.0,897,45653439,119629,1175.9120563484453,1175.9120563484453,347.81344198926223,347.81344198926223
Cebuano,ceb,5127024.0,23929.0,5103095,2181554.0,5,103536,169,19351.68670317233,19351.686703172327,0.7405852314358834,0.7405852314358833
German,de,7742406.0,2804655.0,4937751,219581385.0,181,4159845,17434,87.9061089829633,87.90610898296332,37.87632076113123,37.876320761131225
Swedish,sv,4429349.0,819358.0,3609991,35587519.0,67,868323,2140,155.9633850950373,155.9633850950373,5.845174800542851,5.845174800542852
French,fr,12507804.0,2449544.0,10058260,181480355.0,151,4672904,18166,244.63792170664638,244.6379217066464,34.973215499776266,34.973215499776266
Dutch,nl,3689112.0,1274996.0,2414116,49050783.0,35,1279901,3947,47.667538750540224,47.66753875054024,2.717266336787898,2.717266336787898
Russian,ru,7553946.0,1769253.0,5784693,114981945.0,72,3398060,10716,162.71834721348483,162.71834721348483,11.300048512284167,11.300048512284167
Spanish,es,7917370.0,1865134.0,6052236,132006742.0,58,6864209,15750,175.56049728584878,175.5604972858488,7.200108487540865,7.200108487540866
Italian,it,7616782.0,1697925.0,5918857,106573560.0,120,2389751,8301,170.02650852856888,170.02650852856888,20.330885756819235,20.330885756819235
Egyptian Arabic,arz,2073195.0,1617793.0,455402,3629611.0,7,211820,216,0.1387279258070906,0.1387279258070906,0.0035178453136389468,0.003517845313638947
Polish,pl,3432321.0,1384075.0,2048246,52826450.0,99,1241069,4306,33.706100505402134,33.70610050540214,7.823468037449632,7.823468037449633
Japanese,ja,4050526.0,1375705.0,2674821,88751583.0,42,2078161,14184,82.83302098419799,82.83302098419799,12.21245326897378,12.21245326897378
Chinese,zh,7243624.0,1198892.0,6044732,68877584.0,66,3354080,8207,241.7218909499623,241.72189094996233,7.742370437720406,7.742370437720405
Vietnamese,vi,18676544.0,537255.0,18139289,50802707.0,18,912442,1952,3100.772666970032,3100.7726669700323,3.5365286733787347,3.536528673378735
Ukrainian,uk,3255191.0,123675.0,3131516,34596435.0,49,692440,3774,6813.971377036121,6813.971377036121,71.86930036749565,71.86930036749565
Waray,war,2603273.0,998809.0,1604464,-3291092.0,3,55594,72,-3.2622359468714444,-3.262235946871445,-0.007890302748157897,-0.007890302748157897
Arabic,ar,7634774.0,727123.0,6907651,38600640.0,21,2429812,4834,456.2924991176274,456.29249911762736,2.0066613818925636,2.0066613818925636
Portuguese,pt,5392075.0,971175.0,4420900,56506170.0,53,2926486,8595,217.15325401741754,217.15325401741754,7.425546880310063,7.425546880310061
Persian,fa,5220258.0,670821.0,4549437,25971150.0,36,1224045,5992,228.8238162117753,228.82381621177532,5.946030599699409,5.946030599699409
Catalan,ca,1745361.0,655259.0,1090102,16021578.0,29,451277,1232,25.405532635912106,25.405532635912103,1.2090372147142945,1.2090372147142945
Serbian,sr,3700555.0,344859.0,3355696,12160627.0,17,328140,1002,311.1509961553204,311.1509961553204,1.6599217638629133,1.6599217638629133
Indonesian,id,3376186.0,491226.0,2884960,15865016.0,44,1409469,3327,162.0806057006591,162.08060570065913,2.8663059772858435,2.8663059772858435
Korean,ko,3052771.0,605961.0,2446810,28516350.0,28,789048,1741,152.3038407308653,152.30384073086532,2.3302829698064444,2.3302829698064444
Norwegian (Bokmål),no,1745690.0,603165.0,1142525,17254589.0,42,582457,1152,35.46472961293216,35.46472961293217,1.5552670619843982,1.5552670619843982
Chechen,ce,683735.0,95155.0,588580,2648222.0,3,33931,50,148.18844863457042,148.1884486345704,0.10590953574491574,0.10590953574491577
Finnish,fi,1441244.0,545114.0,896130,17741945.0,33,546870,1611,33.26833586972585,33.268335869725846,1.9673099001641832,1.967309900164183
Hungarian,hu,1428431.0,446793.0,981638,21088212.0,25,533984,1613,71.26404923571756,71.26404923571756,2.449467184440419,2.4494671844404197
